Ursprungspfad;Vorgeschlagener_Wiki_Ordner;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Kunden mit Sonderbetreuung\Malteser Dinslaken\Daten von 01.07.2013 bis 30.06.2014 ohne Umsatz=0.xls;Vertrieb_Marketing/Kundenprojekte_Sonderbetreuung;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Kunden mit Sonderbetreuung\Malteser Dinslaken\Summen Abweichungsberechnung.xls;Vertrieb_Marketing/Kundenprojekte_Sonderbetreuung;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Kunden mit Sonderbetreuung\Wagner\Langzeitanalyse Elefanten Apotheke Moers.xls;Vertrieb_Marketing/Kundenprojekte_Sonderbetreuung;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Kunden mit Sonderbetreuung\Wagner\Langzeitanalyse Kapuziner Apotheke Geldern.xls;Vertrieb_Marketing/Kundenprojekte_Sonderbetreuung;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Kunden mit Sonderbetreuung\Werthmann\Bären Bottrop\Wettbewerbsanalyse.docx;Vertrieb_Marketing/Kundenprojekte_Sonderbetreuung;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Kunden mit Sonderbetreuung\Werthmann\Schwanen Oberhausen\Wettberwerbsabalyse Schwanen Oberhausen.doc;Vertrieb_Marketing/Kundenprojekte_Sonderbetreuung;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Lauer-Fischer\CGMMETIS_Addon_Baufeldt.pdf;IT_Systeme/Software_Dokumentation;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Lauer-Fischer\Entwurf Partnervertrag Baufeldt und Partner v 0.3 TH.doc;Unternehmensführung_Rechtliches/Verträge_Partner;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Lauer-Fischer\Management-Cockpit-20160415-103224.pdf;IT_Systeme/Reporting_Tools;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Leuchtmittel\Amortisationsrechnung Lampen.xls;Projekte/Energieeffizienz_Leuchtmittel;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Markt\Der gesamte Arzneimittelumsatz im Apothekenmarkt stieg laut Insight Health 2014 um 4.doc;Vertrieb_Marketing/Marktforschung_Studien;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Persönliche Unterlagen\CCF10012017.pdf;Allgemeines/Privat_Kohlhaas;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Persönliche Unterlagen\Gesundheit\Absage AugenOP.doc;Allgemeines/Privat_Kohlhaas;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Persönliche Unterlagen\Gesundheit\Glykämischer Index.doc;Allgemeines/Privat_Kohlhaas;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Persönliche Unterlagen\Martha\Arbeitsvertrag unbefristet.doc;Personal/Arbeitsverträge;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Persönliche Unterlagen\Martha\Baufeldt Niemeyer_1.doc;Allgemeines/Privat_Kohlhaas;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Persönliche Unterlagen\Sonstige persönliche Unterlagen\ADRESSDB.XLS;Allgemeines/Adressen;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Persönliche Unterlagen\Sonstige persönliche Unterlagen\AusbilderEignung.PDF;Personal/Qualifikationen_Zertifikate;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Persönliche Unterlagen\Sonstige persönliche Unterlagen\ausweis KS.pdf;Allgemeines/Privat_Kohlhaas;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Persönliche Unterlagen\Sonstige persönliche Unterlagen\Beratererklärung Hans Kohlhaas.pdf;Unternehmensführung_Rechtliches/Beraterverträge;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Persönliche Unterlagen\Sonstige persönliche Unterlagen\Brief Landgericht.docx;Unternehmensführung_Rechtliches/Rechtliches;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Persönliche Unterlagen\Sonstige persönliche Unterlagen\die SPD ohne Zweitwohnsitz.doc;Allgemeines/Privat_Kohlhaas;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Persönliche Unterlagen\Sonstige persönliche Unterlagen\Diplom-Urkunde.PDF;Personal/Qualifikationen_Zertifikate;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Persönliche Unterlagen\Sonstige persönliche Unterlagen\Graduierungsurkunde1.PDF;Personal/Qualifikationen_Zertifikate;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Persönliche Unterlagen\Sonstige persönliche Unterlagen\Hannoversche Lebensversicherung AG 01.docx;Allgemeines/Privat_Kohlhaas;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Persönliche Unterlagen\Sonstige persönliche Unterlagen\Kündigung Martha.doc;Personal/Mitarbeiter_Vorfälle;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Persönliche Unterlagen\Sonstige persönliche Unterlagen\Prüfungsbestätigung.PDF;Personal/Qualifikationen_Zertifikate;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Persönliche Unterlagen\Sonstige persönliche Unterlagen\RechnDK.doc;Finanzen_Buchhaltung/Rechnungen_Belege;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Persönliche Unterlagen\Sonstige persönliche Unterlagen\Rechnung Turowicz.doc;Finanzen_Buchhaltung/Rechnungen_Belege;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Persönliche Unterlagen\Sonstige persönliche Unterlagen\Systemanbieter.doc;IT_Systeme/Anbieter_Übersicht;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\PV-Anlage\A2017-1773 Heckert.pdf;Projekte/PV_Anlage;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\PV-Anlage\fachunternehmen.pdf;Projekte/PV_Anlage;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\PV-Anlage\fachunternehmererklärung.pdf;Projekte/PV_Anlage;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\PV-Anlage\herstellererklärung.pdf;Projekte/PV_Anlage;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\PV-Anlage\komponenten.pdf;Projekte/PV_Anlage;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Rechnungsprüfung\elac Rechnungsprüfung.doc;Finanzen_Buchhaltung/Rechnungsprüfung;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Sachverständiger für die Bewertung\BewG.doc;Finanzen_Buchhaltung/Unternehmensbewertung_Grundlagen;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Sachverständiger für die Bewertung\Werner Wenk.doc;Allgemeines/Kontakte_Experten;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Sachverständiger für die Bewertung\Öffentlich bestellter und vereidigter Sachverständiger für die Bewertung von Apotheken.doc;Geschäftsbereiche/Apothekenbewertung_Experten;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Sachverständiger für die Bewertung\Bewertungsgrundlagen\Abzinsungstabelle Erbbaurecht.xls;Finanzen_Buchhaltung/Unternehmensbewertung_Grundlagen;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Seminare\Preismanagement 5_2016.docx;Personal/Schulungen_Seminare;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Standortbewertung\Arztverodnungen.xls;Geschäftsbereiche/Apotheken_Daten;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Standortbewertung\Bewertung Wettbewerb.xls;Vertrieb_Marketing/Wettbewerbsanalysen;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Standortbewertung\Durchschnitt Apotheken 2014.doc;Geschäftsbereiche/Apotheken_Marktdaten;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Steuerberatung\Creditreform.pdf;Finanzen_Buchhaltung/Bonitätsprüfungen;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Steuerberatung\Umsatzlisten 2015.xlsx;Finanzen_Buchhaltung/Umsatz_Einnahmen;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Telefonberatung\Agenda Zufriedenheitsgespräche.xls;Vertrieb_Marketing/Kundenbetreuung_Qualität;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\TTIP\TTIP und TISA.doc;Allgemeines/Wirtschaftspolitik_Analysen;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Umsatzvergleich nach Betreuern\Liste2014.xls;Vertrieb_Marketing/Umsatzanalyse_Vertrieb;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Umsatzvergleich nach Betreuern\Liste2015.xls;Vertrieb_Marketing/Umsatzanalyse_Vertrieb;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Umsatzvergleich nach Betreuern\Umsatz aufgelaufen 03122015(1).xls;Vertrieb_Marketing/Umsatzanalyse_Vertrieb;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Umsatzvergleich nach Betreuern\Umsatz aufgelaufen 03122015.xls;Vertrieb_Marketing/Umsatzanalyse_Vertrieb;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Umsatzvergleich nach Betreuern\Umsatz aufgelaufen09122015.xls;Vertrieb_Marketing/Umsatzanalyse_Vertrieb;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\Umsatzvergleich nach Betreuern\Umsatzverteilung PM nach Mitarbeitern 2015 ausgewertet.xls;Vertrieb_Marketing/Umsatzanalyse_Vertrieb;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\VW 2013\bmw 2013 Pirweck vertrag klein.pdf;Personal/Dienstwagen_Fuhrpark;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\VW 2013\bmw 2013 Pirweck vertrag.pdf;Personal/Dienstwagen_Fuhrpark;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\VW 2013\bmw pirweck 2013.pdf;Personal/Dienstwagen_Fuhrpark;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\VW 2013\gute rate vw2013.pdf;Personal/Dienstwagen_Fuhrpark;;
C:\Stick1Verbatim\Kohlhaas\Dokumente\VW 2013\VW Klimek Vertrag 2013.pdf;Personal/Dienstwagen_Fuhrpark;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\baufeldt jahreslohnjournal 2015 pdf.pdf;Finanzen_Buchhaltung/Gehaltsabrechnungen;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Bilanzpositionen Mögliche AuswertungKs.xls;Finanzen_Buchhaltung/Bilanzen_Berichte;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Kostenproduktivität.xls;Finanzen_Buchhaltung/Kostenanalyse;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Kurzliste kennzahlen.xls;Unternehmensführung_Rechtliches/Kennzahlen_KPIs;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Lohnjournal2015.xls;Finanzen_Buchhaltung/Gehaltsabrechnungen;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Mitarbeiterproduktivität.xls;Personal/Leistungsmanagement;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Umsatz20142015.xls;Finanzen_Buchhaltung/Umsatz_Einnahmen;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Werbeerfolgsmatrix.xls;Vertrieb_Marketing/Werbeanalyse;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Entwicklung 2018\Agenda Gesellschafter-Versammlung.xls;Unternehmensführung_Rechtliches/Gesellschafterversammlungen;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ermittlung Spanne Rx\Rohgewinnermittlung.xls;Finanzen_Buchhaltung/Margen_Kalkulation;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\ESL\Amortisationsrechnung Elektronische Preisauszeichnung.xls;Projekte/Elektronische_Preisauszeichnung;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Geschäftsmodell B+P\Business Model.xls;Unternehmensführung_Rechtliches/Strategie_Konzepte;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Kundenmanagement\Anforderungen.xls;Vertrieb_Marketing/Kundenmanagement_Strategie;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Kundenmanagement\Email-Marketing.pdf;Vertrieb_Marketing/E_Mail_Marketing;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Kundenmanagement\Kundenkarten-Honorierung.xlsx;Vertrieb_Marketing/Kundenbindung_Programme;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Kundenmanagement\Schulung Emailmarketing.doc;Vertrieb_Marketing/Schulungsunterlagen;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\418377_100_2014_Wertenachweis Kurzfristige Erfolgsrechnung.pdf;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\ausgabe lt Bank von Mai bis Okt.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\Ausgabe Okt 2014.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\Ausgaben mit Kategorien neu2.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\Ausgaben mit Kategorien.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\Ausgaben september 2014.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\Ausgabengegenüberstellungen von märz bis august.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\Ausgabengegenüberstellungen.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\Ausgabengegenüberstellungen1.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\BankOktober.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\BankSaldo.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\Basistabelle Kosten.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\BWARealmitFormeln.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\Daten für Datev.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\Einnahmengegenüberstellung Juni2014.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\GemeischteMwSt.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\LiquidOktober.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\Liste.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\LpOktober.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\LUGSeptember_2014.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\LUGSeptember_2014N.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\Monatliche Kostenbilanz.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\Mwst19.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\Mwst7.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\MwstKonto.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\Rechnungsliste Okt14.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\Rechnungsliste.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\Umsaetze_KtoNr0319400000_EUR_alles.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\lp\Vorst19august.xls;Finanzen_Buchhaltung/Liquiditätsplanung_Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Marketing-Berichte\HandbuchDaten_MRQR_DE.pdf;Vertrieb_Marketing/Berichte_Analysen;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Marketing-Berichte\Liste der neuen Variablen.docx;Marketing & Kommunikation;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Marketing-Berichte\LoHaS.pdf;Marketing & Kommunikation;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Marketing-Berichte\Modelleinrichtungsbericht MPK.docx;Marketing & Kommunikation;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Marketing-Berichte\MOSAIC Limbic Types.ppt;Marketing & Kommunikation;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Marketing-Berichte\Universalbericht.docx;Marketing & Kommunikation;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Modulbeschreibungen\Anlage 1 Leistungsbeschreibung Modul CM Erstbestückung Freiwahl.doc;Entwicklung & Produkte;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Modulbeschreibungen\Anlage 2 Leistungsbeschreibung Modul CM Sichtwahl.doc;Entwicklung & Produkte;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Modulbeschreibungen\Anlage 3 Leistungsbeschreibung Modul Aktionsmanagement.doc;Entwicklung & Produkte;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Modulbeschreibungen\Anlage 4 Leistungsbeschreibung Modul Preismanagement.doc;Entwicklung & Produkte;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Preisanalyse Apotheken\Analyse Bonifatius Jan. 2017.xls;Finanzen & Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Preisanalyse Apotheken\Analyse Sonnen Jan. 2017.xls;Finanzen & Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Profil\Weiterentwicklung PROFIL.xls;Entwicklung & Produkte;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Sortiment\Arztverodnungen nach Fachrichtungen.xls;Entwicklung & Produkte;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Sortiment\Weiterentwicklung Sortiment.xls;Entwicklung & Produkte;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Umsatzentwicklung 2016\Umsatzentwicklung vs Zeitablauf.xls;Finanzen & Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Gehaltsentwicklung 1.8.2016.xls;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Gehaltsentwicklung 1.8.2016I.xls;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Gehälter B& P nach 1.8.2016.xls;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Qualitative Ziele 2016.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Ziele 2016.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Ziele 2016\baufeldt gmbh lohnjournal.pdf;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Ziele 2016\baufeldt gmbh personalkostenübersicht.pdf;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Ziele 2016\Persönliche Zielsetzung Franz.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Ziele 2016\Persönliche Zielsetzung Geis.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Ziele 2016\Persönliche Zielsetzung Kahlo.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Ziele 2016\Persönliche Zielsetzung Kesting.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Ziele 2016\Persönliche Zielsetzung Klimek.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Ziele 2016\Persönliche Zielsetzung Kugler.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Ziele 2016\Persönliche Zielsetzung Kuss.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Ziele 2016\Persönliche Zielsetzung Siebert.xls;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Ziele 2016\Persönliche Zielsetzung Welling.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Ziele 2016\Projekte IT 2016.xls;IT & Systeme;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Ziele 2016\Umsatzentwicklung AM.xls;Finanzen & Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Ziele 2016\Umsatzliste 2 Q 2016.xls;Finanzen & Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Ziele 2016\Umsatzliste 2015.xls;Finanzen & Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Ziele 2016\Ziele alle Mitarbeiter Basis Abrechnung.xls;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Ziele 2016\Zielerreichung 30.6.2016.xls;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Ziele 2016\Zielplanung Beratung.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2016\Ziele 2016\Geis\Roh-Text Marketing Broschüre.docx;Marketing & Kommunikation;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2017\Persönliche Zielsetzung Gauditz 2017.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2017\Persönliche Zielsetzung Geis 2017.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2017\Persönliche Zielsetzung Kahlo 2017.xls;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2017\Persönliche Zielsetzung Kesting 2017.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2017\Persönliche Zielsetzung Klimek 2017.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2017\Persönliche Zielsetzung Kugler.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2017\Persönliche Zielsetzung Kuss 2017.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2017\Persönliche Zielsetzung Siebert 2017.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2017\Persönliche Zielsetzung Welling.xls;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2017\Planung2017.xls;Finanzen & Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2017\Projekte IT 2017.xls;IT & Systeme;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2017\Prämien 2017.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2017\Qualitative CK.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2017\Ziele 2017 bitte verschieben\Ziele Gauditz.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2017\Ziele 2017 bitte verschieben\Ziele Geis.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2017\Ziele 2017 bitte verschieben\Ziele Kuss.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2017\Ziele 2017 bitte verschieben\Ziele Siebert.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2018\Ablauf Klärung.xls;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2018\Analyse1_42018.xls;Finanzen & Controlling;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2018\Elon Musk Erfolgsrezept.doc;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2018\Erwartungen 2018.doc;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2018\Gehaltsänderungen.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2018\Persönliche Zielsetzung Brochhaus 2018.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2018\Persönliche Zielsetzung Feymann 2018.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2018\Persönliche Zielsetzung Frischauf 2018.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2018\Persönliche Zielsetzung Gauditz 2018.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2018\Persönliche Zielsetzung Kahlo 2018.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2018\Persönliche Zielsetzung Kesting 2018.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2018\Persönliche Zielsetzung Klimek 2018.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2018\Persönliche Zielsetzung Kugler 2018.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2018\Persönliche Zielsetzung Kuss 2018.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2018\Persönliche Zielsetzung Siebert 2018.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2018\Persönliche Zielsetzung Speder 2018.xlsx;HR & Personal;;
C:\Stick1Verbatim\Kohlhaas\Entwicklungen\Ziele 2018\Persönliche Zielsetzung Welling 2018.xlsx;HR & Personal;;
